,titulo,empresa,presencialidad,jornada,experiencia,tipo_contrato,beneficios,salario_min,salario_max,localidad,provincia,comunidad,pais,categoria_empleo
9393,computer technician,etalentum,remoto,no especificado,,no especificado,False,30000.0,,Barcelona,Barcelona,Cataluña,España,sistemas
9394,tecnico/a id,ega empleo,no especificado,jornada completa,,no especificado,False,,,Vigo,Pontevedra,Galicia,España,otros
9395,is  it pmo totalenergies,totalenergies,no especificado,no especificado,,no especificado,False,,,Oviedo,Asturias,,España,otros
9396,computer engineer,gradiant corporation,no especificado,no especificado,10.0,no especificado,True,21000.0,26000.0,Vigo,Pontevedra,Galicia,España,sistemas
9397,software engineer,centro de promocion de empleo y practicas,no especificado,no especificado,,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
9398,consultant,synectic tecnologias de la informacion sa,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9399,ingeniero/a electronico/a firmware,horizon neulogy,no especificado,jornada completa,,no especificado,True,35000.0,35000.0,Barcelona,Barcelona,Cataluña,España,otros
9400,systems administrator,talent match,no especificado,no especificado,1.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9401,cybersecurity,veolia,remoto,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,ciberseguridad
9402,consultant,apsia,remoto,no especificado,2.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9403,systems engineer,orona,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9404,ingeniero oficina tecnica de explotacion m/h,veolia,no especificado,no especificado,,no especificado,False,,,Vitoria-Gasteiz,Álava,País Vasco,España,otros
9405,consultant,Accenture,no especificado,jornada completa,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9406,software engineer,gradiant corporation,remoto,no especificado,10.0,no especificado,True,26000.0,,Vigo,Pontevedra,Galicia,España,programador
9407,id engineer,looking for talent consultores,no especificado,no especificado,2.0,no especificado,False,25000.0,30000.0,Sevilla,Sevilla,Andalucía,España,programador
9408,consultant,dezels consulting,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9409,consultant,centro de promocion de empleo y practicas,no especificado,no especificado,,no especificado,False,14400.0,14400.0,Madrid,Madrid,Comunidad de Madrid,España,otros
9410,database administrator,the whiteam,no especificado,jornada completa,,no especificado,True,,,Tres Cantos,Madrid,Comunidad de Madrid,España,data driven
9411,cybersecurity,Ineco,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,ciberseguridad
9412,analyst,Inetum,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
9413,tecnicjunior de programacion maquinaria industrial y soporte informatico en proyectos del grupo,novares iberica automotive,no especificado,no especificado,1.0,no especificado,False,,,Seseña,Toledo,Castilla-La Mancha,España,otros
9414,consultant,kpmg,no especificado,practicas,,no especificado,True,,,Zaragoza,Zaragoza,Aragón,España,otros
9415,project manager,reclut,no especificado,no especificado,,no especificado,False,,,Murcia,Murcia,Región de Murcia,España,administracion
9416,computer technician,Ineco,no especificado,no especificado,,no especificado,True,,,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,sistemas
9417,it engineer,Ineco,no especificado,practicas,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9418,tecnico tester,Digital Talent Agency,no especificado,no especificado,3.0,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9419,consultant,bip,no especificado,jornada completa,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9420,software engineer,acm innovacion y personas,no especificado,no especificado,,no especificado,False,42000.0,48000.0,Madrid,Madrid,Comunidad de Madrid,España,programador
9421,documentation technician - ipc sector ferroviario,atexis,no especificado,media jornada,,no especificado,False,,,Sevilla,Sevilla,Andalucía,España,otros
9422,ingeniero/a electronica,thewiseseeker,remoto,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
9423,systems technician,mapfre insurance,no especificado,no especificado,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9424,tecnico en eficiencia energetica,justaenergia,no especificado,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
9425,gestion de proyectos - pmo - sector aeronautico,aertec solutions,remoto,no especificado,2.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9426,ingeniero/a de proteccion contra incendios h/m/x 1333,veringer ingenieria avanzada,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9427,ingeniero para el equipo de rail,exceltic,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9428,ingeniero/a especialista caldera y tratamiento de gases,acciona,no especificado,jornada completa,10.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9429,systems engineer,ezentis ingenieria de seguridad,remoto,no especificado,,no especificado,False,24999.0,25000.0,San Sebastián de los Reyes,Madrid,Comunidad de Madrid,España,sistemas
9430,lead tech,bcnc group,remoto,no especificado,10.0,no especificado,True,42000.0,54000.0,,,,Alemania,administracion
9431,project manager,oxigent technologies,remoto,no especificado,3.0,no especificado,True,42000.0,48000.0,,,,España,administracion
9432,tecnico/a de proyectos hidraulicos,veolia environnement sa,remoto,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9433,consultant,deloitte,remoto,no especificado,,no especificado,True,,,Barcelona,Barcelona,Cataluña,España,otros
9434,practicas ingenieria - instalaciones mecanicas,acierta asistencia sa,no especificado,no especificado,0.0,no especificado,False,,,Torrejón de Ardoz,Madrid,Comunidad de Madrid,España,otros
9435,ingeniero/a diseno de rf,televes corporation,remoto,no especificado,,no especificado,False,,,,La Coruña,Galicia,España,otros
9436,it engineer,exceltic,no especificado,no especificado,5.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9437,estudiante en practicas - asistencia calidad proveedores m/pqa-rbem,bosch group,no especificado,practicas,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9438,ingenier de desarrollo en electronica de control de potencia aranjuez - hibrido,Krell Consulting,no especificado,no especificado,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9439,developer,tecnosylva,no especificado,no especificado,,no especificado,False,,,León,León,Castilla y León,España,programador
9440,ingeniero de proyectos,trouw nutrition,no especificado,jornada completa,,no especificado,False,,,Tres Cantos,Madrid,Comunidad de Madrid,España,otros
9441,tecnico/a de gestion de la movilidad / mdm,grupo oesia,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9442,programmer,edisa,remoto,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,programador
9443,consultant,Ineco,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9444,devops,getronics,no especificado,no especificado,3.0,no especificado,True,,,,,,España,data driven
9445,consultant,ey,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,otros
9446,devops,beservices,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,data driven
9447,diseno de estructuras aeronauticas con catia m/f,akkodis,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9448,project manager,brunter,remoto,no especificado,5.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,administracion
9449,support technician,universidad internacional de la rioja,no especificado,no especificado,,no especificado,True,,,Pozuelo de Alarcón,Madrid,Comunidad de Madrid,España,sistemas
9450,ingeniero/a de ensayos  sector aereo,centum adeneo,no especificado,no especificado,,no especificado,True,,,Getafe,Madrid,Comunidad de Madrid,España,otros
9451,tecnico/a de gestion de riesgos,bit2me,no especificado,jornada completa,5.0,no especificado,True,,,Castellón de la Plana,Castellón,Comunidad Valenciana,España,otros
9452,id engineer,airzone,no especificado,no especificado,,no especificado,False,,,Málaga,Málaga,Andalucía,España,programador
9453,recien titulado/a fp grado superior en administracion de sistemas informaticos en red,oesia,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9454,it engineer,areajob spain ett,remoto,no especificado,,no especificado,False,23000.0,45000.0,Villarreal,Castellón,Comunidad Valenciana,España,sistemas
9455,ayudante montador algeciras,ineltron solutions slu,no especificado,no especificado,,no especificado,False,,,Cádiz,Cádiz,Andalucía,España,otros
9456,it engineer,Ineco,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9457,gestor/a proyectos ramo de salud,grupo caser seguros,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9458,ingeniero/a de ensayos automocion,iddtek,no especificado,no especificado,,no especificado,False,50000.0,50000.0,Zumaya,Gipuzkoa,País Vasco,España,otros
9459,developer,global exchange,no especificado,jornada completa,3.0,no especificado,False,,,Salamanca,Salamanca,Castilla y León,España,programador
9460,systems technician,universidad de alcala,no especificado,jornada completa,,no especificado,False,20000.0,20000.0,Alcalá de Henares,Madrid,Comunidad de Madrid,España,sistemas
9461,systems technician,vinci,no especificado,no especificado,,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9462,especialista en erp y desarrollo de aplicaciones,rios renovables,no especificado,no especificado,,no especificado,True,,,Fustiñana,Navarra,Navarra,España,otros
9463,00293 experto/a de administracion de sistemas sap,mapfre,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9464,software engineer,gubse ag,no especificado,jornada completa,,no especificado,False,,,Valencia,Valencia,Comunidad Valenciana,España,programador
9465,apoyo planificacion y mantenimiento - contrato en practicas,saetayield,no especificado,jornada completa,0.0,no especificado,False,,,Navalvillar de Pela,Badajoz,Extremadura,España,otros
9466,it technician,onix assessorssl - abox,no especificado,jornada completa,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,sistemas
9467,ingeniero/a de pruebas,caf sa,no especificado,no especificado,,no especificado,False,,,Zaragoza,Zaragoza,Aragón,España,otros
9468,ingenieria de fabricacion utillaje cadiz,aertec solutions,remoto,no especificado,,no especificado,True,,,Cádiz,Cádiz,Andalucía,España,otros
9469,ingeniero/a responsable produccion en villasequilla,soprema,no especificado,no especificado,,no especificado,True,,,Villasequilla,Toledo,Castilla-La Mancha,España,otros
9470,arquitecto/a paisajista - ibiza,ibzjobs,no especificado,no especificado,,no especificado,False,,,Santa Eulalia del Río,Islas Baleares,Islas Baleares,España,otros
9471,arquitecto/a microservicios,accude,no especificado,no especificado,,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9472,developer,invoin,remoto,no especificado,3.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,programador
9473,it engineer,ds green transition sl,no especificado,no especificado,,no especificado,False,,,Barbate,Cádiz,Andalucía,España,sistemas
9474,responsable de desarrollo en zenalco h/m,alcampo,no especificado,no especificado,,no especificado,False,,,Alicante (Alacant),Alicante,Comunidad Valenciana,España,otros
9475,auditor/a senior de seguridad/pentester 100 en remoto,grupo sia,remoto,no especificado,5.0,no especificado,True,,,,,,España,otros
9476,jefe de montaje y puesta en marcha,ges consultores,no especificado,no especificado,,no especificado,False,,,Santiago de Compostela,La Coruña,Galicia,España,otros
9477,consultant,kpmg asesores madrid,no especificado,no especificado,6.0,no especificado,True,,,Madrid,Madrid,Comunidad de Madrid,España,otros
9478,consultant,bioga,no especificado,jornada completa,,no especificado,False,,,Bálsoma,La Coruña,Galicia,España,otros
9479,id engineer,ctag-centro tecnologico de automocion de galicia,no especificado,no especificado,,no especificado,False,,,Valladolid,Valladolid,Castilla y León,España,programador
9480,systems administrator,ibermatica,no especificado,no especificado,,no especificado,False,,,Barcelona,Barcelona,Cataluña,España,sistemas
9481,estudiante en practicas- departamento de ingenieria de sistemas de software ico,bosch group,no especificado,no especificado,0.0,no especificado,False,,,Madrid,Madrid,Comunidad de Madrid,España,otros
